,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,1000.0,999.9968936638907,1000.0,999.9999915954404,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,999.9999987483657,-0.000162685479153879,999.9999999403881,-0.0024881509598344564,1000.0,1000.0,1000.0,1000.0,999.9999998807762,999.9999944571841,1000.0,999.9999999403881,-2.5628373805375304e-06,999.9999716881466
1,1000.0,1000.0,1000.0,1000.0,-1.6451756891910918e-05,1000.0,999.9999995827733,999.9999991655466,-2.4436717467324343e-06,1000.0,1000.0,1000.0,-3.5762561765295686e-06,999.9999998807762,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999985099658,999.9791487380862,1000.0,1000.0,-0.7509335279464722,1000.0
2,1000.0,1000.0,1000.0,1000.0,999.9999923696741,1000.0,1000.0,1000.0,999.9999979733095,1000.0,1000.0,1000.0,-4.1722668697730114e-07,1000.0,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,-6.0196430240466725e-06,1000.0
3,1000.0,1000.0,999.9999995231046,1000.0,999.9999982714552,1000.0,999.9999881991462,1000.0,999.9999978541878,1000.0,1000.0,1000.0,-0.00016030263213906437,999.9999997615523,1000.0,1000.0,1000.0,999.999999821197,1000.0,999.9999995827733,999.999806869615,1000.0,1000.0,1000.0,999.999456610647
4,1000.0,1000.0,999.9999989270926,1000.0,999.9999991655466,1000.0,999.999936228276,1000.0,-2.926610795839224e-05,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,999.9998342167673,1000.0,1000.0,1000.0,999.999994635968
5,1000.0,1000.0,999.999999821197,1000.0,999.9999989270926,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,1000.0,-3.3677773899398744e-05,999.9999997615523,1000.0,1000.0,1000.0,999.9973827935755,1000.0,999.9999989866544,999.9999960061759,1000.0,1000.0,-0.00034973971196450293,999.9999936822883
6,1000.0,1000.0,999.9999634035339,1000.0,999.9999971987929,1000.0,999.9999991059051,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999612589163,999.9999982714552,999.999999821197,1000.0,1000.0,-0.010927410796284676,1000.0,999.9999971987929,999.9980232249945,1000.0,1000.0,1000.0,-7.70544502302073e-05
7,1000.0,1000.0,1000.0,1000.0,999.9999992847881,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.1932879462838173e-05,1000.0,1000.0,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
8,1000.0,1000.0,-9.570453403284773e-05,1000.0,999.9999904636261,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,999.9999998807762,-0.34657377004623413,999.9999539893433,999.9999997615523,1000.0,1000.0,999.9999983310933,1000.0,1000.0,999.9999979733095,1000.0,1000.0,999.9999998807762,-1.2218118172313552e-05
9,1000.0,1000.0,-0.004583651199936867,1000.0,999.9999972583901,1000.0,999.9999988675239,1000.0,1000.0,1000.0,1000.0,999.9999999403881,-0.506701648235321,1000.0,-0.7877668142318726,1000.0,1000.0,999.9999958870608,1000.0,999.9999999403881,999.9999427818766,1000.0,1000.0,999.9999999403881,999.9999879011039
