,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,-7.868537068134174e-06,-0.0029646852053701878,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999945167801,1000.0,999.9967450699769,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,999.9999999403881,999.9999999403881
1,1000.0,-6.854333605588181e-06,-6.556194421136752e-06,1000.0,999.9999995827733,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999977946222,1000.0,999.9999999403881,1000.0,1000.0
2,1000.0,-3.993824066128582e-06,1000.0,1000.0,999.9999970199829,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-3.266526618972421e-05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,999.9999996423941,1000.0,1000.0,999.9999861124343,1000.0
3,1000.0,-5.119630804983899e-05,1000.0,1000.0,999.999999344388,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999989866544,1000.0,999.9999999403881,1000.0,999.9999994039741,1000.0,999.9999994635464,1000.0,1000.0,999.9999996423941,1000.0,1000.0,1000.0,1000.0
4,1000.0,-1.0133455816685455e-06,1000.0,1000.0,999.9999871260998,1000.0,999.9999983310933,1000.0,1000.0,1000.0,1000.0,999.9999947551496,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.9999996423941,1000.0,1000.0,1000.0,1000.0
5,999.9999998807762,999.9995718749124,1000.0,1000.0,999.9999971391928,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999716285074,999.9999976159065,1000.0,1000.0,999.999999821197,1000.0,999.999999821197,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
6,999.9999967815249,999.999999344388,999.9999997615523,1000.0,999.9999976159065,1000.0,999.9999999403881,1000.0,1000.0,999.9998607238667,1000.0,999.9999101952126,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.999997496747,1000.0,1000.0,1000.0,1000.0
7,1000.0,-2.0266904812160647e-06,1000.0,999.9999997615523,999.9999997615523,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999996423941,-1.227773191203596e-05,999.999999701987,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,999.9998316550918,1000.0
8,1000.0,-5.961192073300481e-08,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
9,1000.0,-0.005523262079805136,999.9999999403881,999.9999932052974,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,999.9999998807762,1000.0,999.9999999403881,1000.0,1000.0
10,1000.0,1000.0,-9.218842751579359e-05,1000.0,999.9999949339103,1000.0,998.6670874357224,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,999.8163509219885,1000.0,1000.0,1000.0,1000.0
11,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0
12,1000.0,1000.0,999.9999977350535,1000.0,-6.377172394422814e-05,1000.0,-0.0007996437489055097,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9468305632472,1000.0,1000.0,999.96503251791,1000.0,999.999999821197,1000.0,1000.0
13,1000.0,1000.0,1000.0,1000.0,-7.002543134149164e-05,1000.0,-0.004877596627920866,999.9999587565726,1000.0,999.2969532608986,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999887951717,1000.0,1000.0,1000.0,1000.0
14,1000.0,1000.0,1000.0,1000.0,999.9999678707463,1000.0,999.9791487380862,1000.0,1000.0,999.9999857546154,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.9999995827733,1000.0,1000.0,1000.0,1000.0
15,1000.0,-5.185261670703767e-06,1000.0,999.9999978541878,999.999999701987,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999995231046,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0
16,1000.0,-6.556194421136752e-06,1000.0,1000.0,999.999999821197,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999874241948,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,999.9998423184297,1000.0
17,1000.0,-1.1922384146600962e-07,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0
18,1000.0,-1.7880297775718645e-07,999.9981998585863,1000.0,999.9999999403881,1000.0,999.8594534248114,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9990505467285,1000.0,999.9999879011039,1000.0,999.9999999403881,1000.0,1000.0
19,1000.0,-1.1922384146600962e-07,999.999999701987,1000.0,999.9999995231046,1000.0,999.9999970199829,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999884445213,1000.0,999.9996767640696,999.9999999403881,1000.0,1000.0,1000.0
20,1000.0,0.0,1000.0,1000.0,999.9999986291796,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999980924185,1000.0,999.9999974371626,1000.0,1000.0,1000.0,1000.0
21,1000.0,-1.7880297775718645e-07,1000.0,1000.0,999.9999998807762,1000.0,999.9998790787795,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.005877522751688957,1000.0,999.999949519035,1000.0,999.9999986887761,1000.0,1000.0
