,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,1000.0,-0.00012092122051399201,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999861124343,-1.0133455816685455e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999236008443,0.0
1,1000.0,1000.0,999.587028414011,1000.0,999.9999908210721,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999999821197,-1.4304238220574916e-06,-5.423624770628521e-06,1000.0,1000.0,1000.0,1000.0,1000.0,999.999999821197,999.9999999403881,1000.0,999.9999999403881,-0.002459024777635932,-1.1922384146600962e-07
2,1000.0,1000.0,999.999999701987,1000.0,999.9999755041517,1000.0,999.9999976754816,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00012563768541440368,999.9999960657315,1000.0,1000.0,999.9999997615523,1000.0,1000.0,1000.0,999.9999995827733,1000.0,1000.0,-1.3112238548274036e-06,-1.4185746294970158e-05
3,1000.0,1000.0,999.9992718889844,999.9999869472358,999.9999999403881,1000.0,999.9999995231046,1000.0,1000.0,1000.0,1000.0,999.9999966026487,-1.5975296264514327e-05,999.9995650842611,999.9999999403881,1000.0,999.9999991059051,-0.0001475552562624216,1000.0,999.9999994635464,999.9999998807762,1000.0,1000.0,999.9999811059806,-1.1922384146600962e-07
4,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0002055846416624263,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.001075788401067257,-3.6358974284667056e-06
5,1000.0,1000.0,999.9992004157975,1000.0,999.9998106234998,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0,999.9999998807762,999.904838681221,999.9809795990586,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,999.999999344388,-1.370820427837316e-06,-1.1922384146600962e-07
6,1000.0,1000.0,999.9979606955312,1000.0,-0.00011799942149082199,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,999.9999965430168,-0.0001135872516897507,999.9999963641026,-5.769517520093359e-05,1000.0,1000.0,1000.0,999.9999995231046,1000.0,999.9983086657012,1000.0,999.9999997615523,-2.1456127797137015e-05,999.9999998807762
7,1000.0,1000.0,999.9999996423941,1000.0,999.9991488865926,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,999.9999995231046,999.9999998807762,1000.0,999.999999344388,1000.0,999.9999997615523,1000.0,1000.0,1000.0,999.9999951722357,1000.0,1000.0,-0.0028737226966768503,999.9999999403881
8,1000.0,1000.0,1000.0,1000.0,999.9972145324573,1000.0,999.9999966026487,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999983310933,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,-0.0013595024356618524,1000.0,1000.0,-0.002420998178422451,-1.6689999029040337e-05
9,1000.0,999.9999999403881,999.9999974371626,1000.0,-2.4674689484527335e-05,1000.0,999.9999973775748,999.9999983907244,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,999.999999821197,1000.0,999.9998254592065,999.9987226205412,1000.0,1000.0,-5.811260416521691e-05,1000.0,1000.0,1000.0,-0.09516158699989319
10,1000.0,1000.0,999.9999999403881,1000.0,999.9999998807762,1000.0,999.9999958275002,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-8.52368521009339e-06,1000.0,1000.0,1000.0,1000.0
11,1000.0,1000.0,1000.0,1000.0,999.9999962448107,1000.0,-0.0002639186568558216,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-9.476797458773945e-06,1000.0,1000.0,1000.0,1000.0
