,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,999.9999999403881,999.9999667987067,999.9999999403881,999.9868490574881,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,999.9999974371626,999.9999999403881,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00010834092245204374,1000.0,-0.00018133281264454126,999.9999885567713,1000.0
1,1000.0,-1.7880297775718645e-07,1000.0,1000.0,-0.00017168110935017467,1000.0,999.9999994039741,1000.0,1000.0,1000.0,1000.0,-0.008016586303710938,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00013582171231973916,1000.0,1000.0,1000.0,1000.0
2,1000.0,-3.7551892546616727e-06,1000.0,1000.0,-0.00010828131053131074,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999923101232,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,999.9999845011407,1000.0,-2.586704067653045e-05,1000.0,1000.0
3,1000.0,-4.5298929762793705e-06,1000.0,1000.0,-7.211019692476839e-05,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,999.999995291389,1000.0,1000.0,1000.0,999.9999965430168,1000.0,1000.0,1000.0,1000.0,999.904838681221,1000.0,-4.7381443437188864e-05,1000.0,1000.0
4,999.9999996423941,-2.1813688363181427e-05,1000.0,1000.0,999.9725588671863,1000.0,999.9999983907244,1000.0,1000.0,999.999806869615,1000.0,999.9999999403881,-1.4782167454541195e-05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999674203078,999.9999886163732,1000.0,1000.0,-2.6045907361549325e-05,1000.0
5,-1.895359491754789e-05,999.9999974371626,1000.0,1000.0,999.9999994039741,1000.0,1000.0,1000.0,1000.0,999.9999974371626,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.01961268112063408,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.9999981521582,1000.0
6,999.999999344388,1000.0,1000.0,999.999999701987,-8.986438479041681e-05,1000.0,999.9999998807762,-0.00014815089525654912,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9937458280474,999.9999997615523,999.9997255403723,1000.0,999.9999994635464,999.9999927878475,1000.0,1000.0,1000.0,1000.0
7,1000.0,999.999271948589,999.9999560155593,1000.0,999.9999884971694,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999992251743,-0.00023341772612184286,999.9977606374305,1000.0,999.9999994039741,1000.0,1000.0,1000.0,1000.0,999.9999995827733,1000.0,1000.0,999.9997441805026,999.999995470107
8,1000.0,999.9660715274513,999.999995291389,1000.0,-2.068145840894431e-05,1000.0,-0.000280831940472126,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-5.364536832530575e-07,1000.0,1000.0,999.9999994635464,1000.0
9,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-4.8277643145411275e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999999821197,1000.0
10,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00013683420547749847,999.9999999403881,-5.483219865709543e-06,1000.0,999.9999969007602,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.211166611232329e-05
11,1000.0,999.9999990462093,999.9999999403881,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.3844768293201923e-07,-3.8747148209949955e-06,999.9997633038729,1000.0,999.9999999403881,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.999999821197,999.9999996423941,1000.0
12,1000.0,999.9999994039741,999.9999971987929,1000.0,999.9999564326899,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1.25163433040143e-06,999.9999697198873,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999991655466,-1.1922384146600962e-07,999.9999999403881,1000.0
