,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1.370820427837316e-06,999.9931348790415,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,999.9999989270926,1000.0
1,1000.0,-1.25163433040143e-06,999.9999997615523,1000.0,999.9999446303518,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999988675239,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999999344388,1000.0,1000.0,1000.0,999.9126548320055
2,1000.0,1000.0,999.948385912925,999.999999821197,-5.423624770628521e-06,1000.0,-1.0787655810418073e-05,999.9999989270926,999.9999999403881,-3.5822078643832356e-05,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,-9.719449008116499e-05,999.9999599482035,1000.0,999.9999995827733,-1.1324760862407857e-06,1000.0,1000.0,1000.0,999.999999344388
3,999.9999985099658,1000.0,1000.0,1000.0,-0.6796509027481079,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00011030822497559711,1000.0,999.999999821197,999.9999999403881,1000.0,1000.0,1000.0,1000.0
4,1000.0,1000.0,999.9999990462093,1000.0,999.7856577038765,1000.0,999.9999977350535,1000.0,999.9999996423941,-2.2767253540223464e-05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,-0.0005760178319178522,1000.0,1000.0,1000.0,1000.0
5,999.9993421246181,1000.0,1000.0,1000.0,-3.934268534067087e-06,999.9999999403881,1000.0,1000.0,1000.0,-3.516618107823888e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0009644431411288679,1000.0,999.9999999403881,1000.0,1000.0
6,1000.0,999.9999999403881,1000.0,1000.0,-2.8788968847948126e-05,1000.0,-1.25163433040143e-06,-4.768953658640385e-07,1000.0,-5.364536832530575e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-5.961192073300481e-08,1000.0,999.9999999403881,1000.0,1000.0
7,999.99998724534,1000.0,999.9999985099658,1000.0,-2.1458122319018003e-06,1000.0,999.9999998807762,1000.0,1000.0,-1.1922384146600962e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9996625891363,1000.0,999.9999885567713,1000.0,1000.0
8,999.9999999403881,1000.0,1000.0,1000.0,999.9999934438056,1000.0,999.9999999403881,1000.0,1000.0,-1.072907366506115e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999994993494,1000.0,1000.0,1000.0,999.999936228276,1000.0,1000.0,1000.0,1000.0
9,-3.3141735912067816e-05,1000.0,1000.0,1000.0,999.9984597598668,1000.0,999.9999999403881,1000.0,1000.0,-5.961192073300481e-08,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999983310933,1000.0,999.9997968586395,1000.0,1000.0
