,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,999.9997444187175,1000.0,1000.0,1000.0,-5.978240733384155e-05,1000.0,1000.0,1000.0,1000.0,-1.7880297775718645e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999932649266,1000.0,1000.0,999.9999942187833,1000.0,1000.0,1000.0,1000.0
1,999.9999997615523,1000.0,999.9887295272201,1000.0,-2.139653224730864e-05,1000.0,999.9999766367146,1000.0,1000.0,-4.768953658640385e-07,1000.0,1000.0,1000.0,999.9999997615523,1000.0,1000.0,1000.0,-4.649036782211624e-06,1000.0,1000.0,-0.000824933173134923,1000.0,1000.0,999.9999999403881,-0.0002405111154075712
2,1000.0,1000.0,999.9994502395275,1000.0,-0.006865061353892088,1000.0,999.9999994635464,1000.0,1000.0,999.999999821197,999.9999999403881,1000.0,1000.0,999.9999996423941,999.9999980924185,1000.0,1000.0,-0.0009643835946917534,1000.0,999.999990225313,-0.0008510540355928242,1000.0,-3.0992398478701944e-06,1000.0,-2.4436717467324343e-06
3,1000.0,1000.0,999.9999999403881,1000.0,999.9999549428794,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,999.9999985695762,1000.0,-5.960258704362786e-07,1000.0,1000.0
4,1000.0,1000.0,-5.996132313157432e-05,1000.0,999.9985973957228,1000.0,999.9999916550005,1000.0,1000.0,999.999999701987,1000.0,1000.0,999.9999983310933,1000.0,1000.0,1000.0,-0.00041519926162436604,999.9999970795893,1000.0,999.9999999403881,999.9999390844278,1000.0,-0.14840088784694672,999.9999994039741,999.9999885567713
5,1000.0,1000.0,999.9999960657315,1000.0,-3.218475058019976e-06,1000.0,999.9999100760397,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-4.768953658640385e-07,1000.0,999.999994635968,1000.0,1000.0,999.986013090238,1000.0,1000.0,1000.0,999.9999069176702
6,1000.0,1000.0,999.9999992847881,1000.0,999.9999724634017,1000.0,999.9999971391928,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999837269188,1000.0,1000.0,1000.0,999.9999940399657,1000.0,1000.0,999.9999980924185,1000.0,1000.0,1000.0,-2.980129352181393e-07
7,1000.0,1000.0,999.9999996423941,1000.0,-0.005877346266061068,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,999.9999799739762,-2.384093477303395e-06,-0.11271221190690994,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,999.9999994635464,1000.0,999.9989894614555,-5.961192073300481e-08,-2.151571970898658e-05
8,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-9.119356036535464e-06,999.999999701987,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,-4.058802005602047e-05,1000.0
9,1000.0,1000.0,999.9999999403881,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9998771612736,999.9999996423941,999.9999997615523,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0031552016735076904,1000.0
10,1000.0,1000.0,999.9996099965065,1000.0,999.9999128766576,1000.0,1000.0,1000.0,1000.0,999.9999984503486,1000.0,999.9999997615523,-0.00013064025552012026,-2.1458122319018003e-06,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999554196293,999.9999998807762,1000.0,999.9999819399982,-1.072907366506115e-06,-1.1922384146600962e-07
11,1000.0,999.9999981521582,999.9999999403881,1000.0,-0.0012772607151418924,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999977946222,999.9999999403881,999.999999701987,1000.0,1000.0,1000.0,999.9935484235175,1000.0,999.9999997615523,999.9999999403881,1000.0,1000.0,1000.0,999.9999933245545
12,1000.0,1000.0,-0.002204819116741419,1000.0,-1.9671342670335434e-06,1000.0,999.999999821197,1000.0,1000.0,-0.00010345284681534395,1000.0,1000.0,-8.307168172905222e-05,-8.225878445955459e-06,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999955296767,-0.0024589060340076685,1000.0,999.9999989270926,-5.364536832530575e-07,-0.00011012937466148287
13,1000.0,1000.0,1000.0,1000.0,-0.013150942511856556,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0002137491392204538,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,-8.940949101088336e-07,1000.0
14,1000.0,1000.0,999.999999821197,1000.0,-0.08988292515277863,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9988000713056,-1.25163433040143e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,999.9999222902479,999.9999988675239,-1.1922384146600962e-07,1000.0
15,1000.0,1000.0,1000.0,1000.0,999.9993473630166,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0003060238959733397,-1.25163433040143e-06,999.999999701987,1000.0,999.9999996423941,1000.0,1000.0,1000.0,999.9999984503486,1000.0,1000.0,999.9992605214939,-4.768953658640385e-07,1000.0
16,1000.0,1000.0,999.9999969007602,1000.0,-1.6092756141006248e-06,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,999.9999995231046,-4.5894639697507955e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.04720371961593628,999.9995442354702,1000.0,999.999999701987,-2.3844768293201923e-07,1000.0
17,1000.0,1000.0,1000.0,1000.0,-5.960258704362786e-07,1000.0,999.9999998807762,1000.0,999.9999998807762,1000.0,1000.0,1000.0,-1.6868681996129453e-05,999.9999995827733,1000.0,1000.0,1000.0,1000.0,1000.0,-0.008269320242106915,-2.086249878630042e-06,1000.0,1000.0,-1.6092756141006248e-06,1000.0
18,1000.0,1000.0,999.9999999403881,1000.0,-0.009075337089598179,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,999.999999821197,-5.364031949284254e-06,999.8808454349637,1000.0,1000.0,1000.0,999.9999846202463,1000.0,999.9999668582641,999.9999987483657,1000.0,999.9992127933074,-1.0013011888077017e-05,999.9999932649266
19,1000.0,1000.0,999.9999997615523,1000.0,999.9993951664655,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999948147383,-5.960258704362786e-07,999.9988186942646,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999982118102,1000.0,1000.0,999.9998608429887,-1.1922384146600962e-07,1000.0
20,1000.0,1000.0,999.999999344388,1000.0,999.9997618136549,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999800931419,-3.5285982448840514e-05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,999.9999998807762,1000.0,1000.0,-2.4436717467324343e-06,1000.0
21,1000.0,1000.0,1000.0,1000.0,999.9999862317009,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-5.961192073300481e-08,-1.072907366506115e-06,1000.0,1000.0,999.999997496747,1000.0,1000.0,1000.0,999.9999997615523,1000.0,1000.0,999.9999999403881,-1.0191763976763468e-05,1000.0
22,0.0,1000.0,1000.0,1000.0,999.9970811787061,1000.0,1000.0,1000.0,1000.0,-5.961192073300481e-08,1000.0,-4.053380962432129e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999997615523,1000.0,1000.0,999.9999988079483,1000.0,1000.0
23,-1.1324760862407857e-06,1000.0,999.9999682280795,1000.0,-0.008269320242106915,1000.0,999.9999998807762,1000.0,1000.0,-1.5140056348172948e-05,1000.0,999.9999982714552,-0.001540358760394156,999.9991219344083,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999992251743,999.9999539893433,1000.0,999.9999920719083,999.9999767559257,-5.961192073300481e-08
24,-2.5628373805375304e-06,1000.0,-4.5298929762793705e-06,1000.0,-7.74825707594573e-07,1000.0,999.9999995827733,1000.0,1000.0,-2.980129352181393e-07,1000.0,1000.0,999.999941768132,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999986291796,-2.1458122319018003e-06,1000.0,-1.4543589713866822e-05,999.999999821197,999.9999987483657
25,-6.556119274137018e-07,1000.0,1000.0,1000.0,999.999736200436,1000.0,999.9999970199829,1000.0,1000.0,-2.1694499082514085e-05,1000.0,999.9999995231046,999.9999609610386,999.9999998807762,1000.0,1000.0,999.9999985099658,1000.0,1000.0,999.9999612589163,999.9999997615523,1000.0,1000.0,1000.0,-4.8873434934648685e-06
26,-0.005786851979792118,1000.0,999.9980231656227,1000.0,999.9998771612736,1000.0,999.9999999403881,1000.0,1000.0,999.9998156881193,1000.0,999.9999999403881,999.9998915994656,-0.00016012393462006003,1000.0,1000.0,999.9999998807762,-0.012364350259304047,1000.0,999.999996960373,999.9999995827733,1000.0,1000.0,1000.0,-7.74825707594573e-07
27,-7.152119110287458e-07,1000.0,1000.0,1000.0,-3.4630771551746875e-05,1000.0,999.9979606955312,1000.0,1000.0,-8.940949101088336e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999977946222,999.9999999403881,1000.0,1000.0,999.9999956488109,1000.0,999.9999999403881,999.9999999403881,-3.6358974284667056e-06
28,-1.1922384146600962e-07,1000.0,999.9999998807762,1000.0,999.9998519682413,1000.0,999.9999994039741,1000.0,1000.0,-6.556119274137018e-07,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,999.9999999403881,1000.0,999.9999995231046
29,1000.0,1000.0,1000.0,1000.0,999.9989736236166,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1.2039286048093345e-05,999.9997209546855,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.282685636600945e-05,1000.0
30,1000.0,1000.0,999.9991355590173,1000.0,999.999997317984,1000.0,999.9999974371626,1000.0,1000.0,1000.0,1000.0,999.9999972583901,1000.0,999.9998098489159,1000.0,1000.0,999.9999997615523,999.9999985099658,1000.0,1000.0,999.9999990462093,1000.0,1000.0,999.9999918932381,-1.1922384146600962e-07
31,-1.1324760862407857e-06,1000.0,999.9999995827733,1000.0,999.9992488567368,1000.0,999.999999821197,1000.0,1000.0,-7.212152468127897e-06,1000.0,999.9999663817871,1000.0,999.999999821197,1000.0,1000.0,1000.0,999.9999408736003,1000.0,999.9999998807762,999.9999997615523,1000.0,1000.0,1000.0,999.9999982118102
32,-2.0502699044300243e-05,1000.0,-4.6010656660655513e-05,1000.0,-2.211166611232329e-05,1000.0,999.9999799143934,1000.0,1000.0,-0.5474523901939392,1000.0,999.9999999403881,1000.0,1000.0,999.9939369871281,999.9999998807762,1000.0,1000.0,1000.0,999.9999992847881,-4.8811933083925396e-05,1000.0,1000.0,-0.025045813992619514,1000.0
33,-0.0005164748872630298,1000.0,1000.0,1000.0,999.9999986887761,1000.0,999.9999999403881,1000.0,1000.0,999.9999909997841,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,999.9999991655466
