,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,1000.0,999.9999977946222,1000.0,999.9999991655466,1000.0,999.9999992251743,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,999.9999483267784,999.9999999403881,1000.0,1000.0,1000.0,999.9997633634775,1000.0,999.99996066315,1000.0,1000.0,1000.0,-1.6213523849728517e-05
1,1000.0,1000.0,999.9894053544849,1000.0,999.999999701987,1000.0,999.999999821197,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.24907569587230682,-0.21434256434440613,1000.0,1000.0,999.999999821197,999.999999701987,1000.0,999.9999985695762,1000.0,999.9999999403881,1000.0,-5.961192073300481e-08
2,1000.0,1000.0,999.9952716622502,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,999.9999999403881,999.9999999403881,999.9999997615523,-4.351189090812113e-06,1000.0,1000.0,999.9999381935486,999.9999787226498,1000.0,999.999999821197,1000.0,1000.0,999.999999821197,-6.556119274137018e-07
3,1000.0,1000.0,-0.11589174717664719,1000.0,999.9999982714552,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999986291796,999.999990880644,-0.00028095103334635496,999.9999989270926,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999948743252,-7.455247396137565e-05,-2.3844768293201923e-07
4,1000.0,1000.0,-1.0549289982009213e-05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999748483897,-8.940949101088336e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9976164977998,-1.1922384146600962e-07
5,1000.0,1000.0,-3.934268534067087e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-5.8052966778632253e-05,-8.940949101088336e-07,1000.0,1000.0,1000.0,999.9999957083755,1000.0,1000.0,1000.0,1000.0,999.9999997615523,1000.0,0.0
6,1000.0,1000.0,999.9868490574881,1000.0,-0.0007057321490719914,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,999.9999940995731,999.9999883183573,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.0009202452492900193,-0.38716456294059753
7,1000.0,1000.0,999.9999999403881,1000.0,-0.34657377004623413,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999995231046,-0.0002357424091314897,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999985099658,999.9999409332377,0.0,1000.0
8,1000.0,1000.0,999.999999701987,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.00012962780601810664,-6.3773300098546315e-06,999.9999987483657,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999994635464,999.9999982118102,-8.344533739546023e-07,999.9999998807762
9,1000.0,1000.0,999.9527961723506,1000.0,1000.0,1000.0,999.999999821197,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999996423941,999.9999980328657,1000.0,1000.0,1000.0,999.9999975563283,1000.0,999.9999979137501,1000.0,1000.0,1000.0,-2.3844768293201923e-07
