,Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0,1000.0,-8.974519732873887e-05,1000.0,1000.0,999.9999502939572,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999960061759,-3.576059555143729e-07,-8.313126454595476e-05,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999998807762,1000.0,1000.0,999.9999994039741,-6.556119274137018e-07,999.9999989270926
1,1000.0,1000.0,1000.0,1000.0,999.999833621041,1000.0,999.9999995231046,-8.344533739546023e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-3.695388659252785e-05,1000.0,1000.0,1000.0,1000.0,-0.0011362003860995173,1000.0,1000.0,999.9999947551496,1000.0
2,1000.0,1000.0,-0.03193959593772888,1000.0,999.9999963044581,1000.0,999.9999976159065,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999979137501,1000.0,1000.0,999.9999968411441,1000.0,999.9999999403881,999.9999956488109,1000.0,999.9999331313084,999.999999821197,-0.07560747116804123
3,1000.0,1000.0,1000.0,1000.0,999.9999986887761,1000.0,1000.0,-7.74825707594573e-07,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999967815249,1000.0,999.9999998807762,1000.0,1000.0,999.8740662634373,1000.0,1000.0,1000.0,1000.0
4,1000.0,1000.0,1000.0,1000.0,-6.556119274137018e-07,1000.0,-3.754960198421031e-05,-2.5032529720192542e-06,999.9999997615523,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,999.9999996423941,1000.0,-1.6689067479092046e-06,1000.0,999.9999845011407,1000.0,1000.0
5,1000.0,1000.0,999.9999985695762,1000.0,999.9999976159065,1000.0,-0.004111161921173334,999.9999992847881,1000.0,1000.0,999.999999821197,1000.0,999.999999821197,999.9999965430168,1000.0,1000.0,1000.0,999.9999875434269,1000.0,-5.900426913285628e-06,-2.5628373805375304e-06,999.9999929667638,999.9999982118102,1000.0,999.999999821197
6,1000.0,1000.0,999.9998712059605,1000.0,-2.980129352181393e-07,-0.05316948890686035,-2.9204106795077678e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9997943557682,999.9999995827733,999.9999972583901,-5.960258704362786e-07,1000.0,999.9999825952436,-3.5285982448840514e-05,1000.0
7,1000.0,1000.0,999.9999917741216,1000.0,1000.0,1000.0,-4.053380962432129e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999989866544,1000.0,1000.0,1000.0,999.9999663222261,999.9999990462093,1000.0,-1.5379753676825203e-05,1000.0,1000.0,1000.0,-1.7880297775718645e-07
8,1000.0,1000.0,999.9999994635464,1000.0,1000.0,1000.0,999.9994835846592,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.8433676660061,1000.0,1000.0,1000.0,999.9999994039741
9,1000.0,999.9991354400408,1000.0,1000.0,999.9999981521582,1000.0,999.9999995231046,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,-1.6928244804148562e-05,999.9999966026487,1000.0,1000.0,999.9999964833819,1000.0,999.9999986291796,1000.0,1000.0,1000.0,1000.0
10,1000.0,1000.0,-0.00025581949739716947,1000.0,1000.0,1000.0,999.9999991655466,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-9.53790731728077e-07,1000.0,1000.0,1000.0,999.9999985099658,1000.0,999.9999242561316,1000.0,1000.0,1000.0,1000.0
11,1000.0,999.9999772327465,999.9999943975859,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999994635464,999.9998346933426,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999997615523,1000.0,999.9999982118102,1000.0,1000.0
12,999.9999999403881,-6.556194421136752e-06,1000.0,1000.0,-5.960034286545124e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999999701987,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-8.712334238225594e-05,-0.00046124489745125175,1000.0
13,999.9999774115495,999.9997689665179,999.9999611397652,1000.0,-4.053380962432129e-06,1000.0,999.9999997615523,1000.0,1000.0,1000.0,1000.0,999.9999984503486,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.999989689064,1000.0,-0.41297125816345215,999.9999997615523,1000.0
14,1000.0,-9.595950359653216e-06,1000.0,1000.0,-5.483219865709543e-06,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999403881,1000.0,-0.00019771864754147828,1000.0,1000.0
15,999.9999999403881,999.9999733578443,1000.0,1000.0,-7.74825707594573e-07,1000.0,999.9999980328657,1000.0,999.9999998807762,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999986291796,1000.0,1000.0,999.9999012559056,1000.0,999.9998507173877,1000.0,1000.0
16,999.9999992847881,1000.0,999.9999999403881,1000.0,-2.735770249273628e-05,1000.0,1000.0,1000.0,1000.0,999.9987999524456,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999989270926,1000.0,1000.0,999.9999999403881,1000.0,-0.41297125816345215,1000.0,1000.0
17,1000.0,-1.25163433040143e-06,1000.0,1000.0,-1.7285625290242024e-05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
18,999.9999893315289,999.9999390247831,999.9999998807762,1000.0,-9.119356036535464e-06,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,999.9999999403881,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9998373145208,1000.0,1000.0
19,-0.06729009002447128,-7.212152468127897e-06,1000.0,1000.0,-1.0251349522150122e-05,1000.0,1000.0,1000.0,999.999999821197,1000.0,1000.0,999.9999999403881,1000.0,999.9999994635464,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999991655466,999.999999344388,1000.0
