,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
951,41,2,3,Cemeteries and Burial Practices,"Nankin is still a great city of two hundred thousand inhabitants, although it has suffered much both from the ravages of time and war.",1,Population Dynamics and Settlement Patterns
952,41,2,3,Cemeteries and Burial Practices,"It lies three miles inland, on the south bank of the Yang-tse, about one hundred miles from Shanghai.",1,Population Dynamics and Settlement Patterns
953,41,2,3,Cemeteries and Burial Practices,"The wall surrounding the ancient city measures about thirty-five miles, but the present wall is only about twenty, and in some places shows the effects of time.",1,Population Dynamics and Settlement Patterns
954,41,2,3,Cemeteries and Burial Practices,For many years during the Ming dynasty it was the capital of the empire; and here Hung Wu died in 1398 A.D.,1,Population Dynamics and Settlement Patterns
955,41,2,3,Cemeteries and Burial Practices,The founder of that famous order of Kings was buried in the royal tombs a short distance outside the city.,0,Burial Practices and Funeral Rites
956,41,2,3,Cemeteries and Burial Practices,"They are known as the ""Tombs of the Kings,"" but are sometimes called the ""Ming Tombs,"" the same as the royal tombs near Pekin.",0,Burial Practices and Funeral Rites
957,41,2,3,Cemeteries and Burial Practices,"The ancient royal tombs, both at Pekin and Nankin, are approached by a dromos or avenue of stone figures.",0,Burial Practices and Funeral Rites
958,41,2,3,Cemeteries and Burial Practices,"They include human figures, seemingly those of warriors and priests, figures of lions, horses, camels and elephants; they are ranged along either side of what has once been a well-paved way, sometimes in single pairs and sometimes in doubles.",1,Population Dynamics and Settlement Patterns
959,41,2,3,Cemeteries and Burial Practices,"While the art displayed in the hewing out of these colossal figures is not of the highest order, the amount of labor required and the mechanical appliances necessary are truly wonderful.",1,Population Dynamics and Settlement Patterns
960,41,2,3,Cemeteries and Burial Practices,The backs of the elephants are covered with stones; whether placed there by the sport of boys or whether they possess some commemorative significance I could not learn.,1,Population Dynamics and Settlement Patterns
961,41,2,3,Cemeteries and Burial Practices,"Gigantic figures of elephants similar to these at the ""Ming Tombs"" near Pekin, are known to have been transported for over a hundred miles by primitive methods.",0,Burial Practices and Funeral Rites
