,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
101,4,7,1,Architecture and Building,"Although space is valuable and upper space is free, yet the Chinese do not evidently take to ""sky-scrapers,"" as you can judge from the single story buildings everywhere.",0,Architecture and Design
102,4,7,1,Architecture and Building,"Pawn shops, however, constitute a curious exception to the rule of low buildings, two of which you may see in the distance.",0,Architecture and Design
103,4,7,1,Architecture and Building,These pawn shops form landmarks in Chinese cities and may be seen at great distances towering above all other buildings.,2,Urban Development and Planning
115,5,3,1,Architecture and Building,"A distant panoramic view of any city always leaves much for the imagination, just as when we look at the exterior of a single house, the interior life is for the imagination.",0,Architecture and Design
116,5,3,1,Architecture and Building,"But you notice here that, although the Chinese are innocent of the expensive æstheticism of paint, they are not ignorant of the use of whitewash.",1,Building Materials and Construction
129,6,4,1,Architecture and Building,They built the greatest wall in the world-a barrier to repel the Tartars-and how long before that period they were wall-builders we do not know.,3,History of Buildings
130,6,4,1,Architecture and Building,"We know that from time to time to the present they have been defending their cities by prodigious fortifications; that their homes within walled cities are also protected by walls; that even their country houses are encompassed in the same way; that our missionaries in China imitate the wall-building instinct of the natives and encompass their compounds with high, exclusive and defensive walls.",3,History of Buildings
131,6,4,1,Architecture and Building,Now notice the home of that evidently well-to-do gardener-how carefully a wall incloses and defends all within; yet it must be confessed that these ramparts would scarcely be a protection against Western thieves.,0,Architecture and Design
148,7,7,1,Architecture and Building,"We have looked at the dingy house-boats and over a wilderness of paintless houses, and now, lest I should lead you to think that the Chinaman has no appreciation of architecture, no love of beauty and no artistic development, we will descend, enter a sedan-chair and be carried and jostled through lanes and byways for some distance, and then enter the court of one of the most beautiful buildings in Canton.",0,Architecture and Design
163,8,4,1,Architecture and Building,"We have had a single glance into one court of this beautiful Ancestral Hall of Chun-Ka-Chie and will now, followed by a hundred gazing onlookers, turn out into the narrow street again and wend our way toward the west to another temple, old and dingy, but which constitutes one of the chief attractions to all who visit Canton.",3,History of Buildings
402,19,2,1,Architecture and Building,"We can readily see we are still on the wide and wellkept street of the European quarter, but the building opposite is Chinese except the upper half-roof, which is covered with corrugated iron, an entirely foreign product.",0,Architecture and Design
403,19,2,1,Architecture and Building,"It is a matter of commercial interest to see into what general use this corrugated iron has come, not only in the coast towns in China, but in our newly acquired islands in the East, where it constitutes a large part of the building material; indeed, in Manila, I decided on different occasions that it was useless to make panoramic views looking over central portions of the city because it was one monotonous characterless glare of corrugated iron.",1,Building Materials and Construction
404,19,2,1,Architecture and Building,"The ground floor is occupied by different shops with their fronts widely open to the street, and the native proprietors are standing in the doorway to see what is attracting the attention of those outside.",2,Urban Development and Planning
405,19,2,1,Architecture and Building,"You will note that most of the persons in this gathering are of the better class-merchants, clerks, servants many of them wearing caps which generally indicates a rank above the coolie, who is the most menial type of the East.",3,History of Buildings
521,26,2,1,Architecture and Building,"This magnificent structure was first erected in the twelfth century by men from the Province of Fukien, which lies south of Chien Kiang, the province in which Ningpo is located.",3,History of Buildings
522,26,2,1,Architecture and Building,"It was rebuilt in 1680, and one can scarcely believe from the bright new appearance of the carved columns that it has been standing as we now see it for over two hundred years.",3,History of Buildings
523,26,2,1,Architecture and Building,"These Guild Halls in the Flowery Kingdom correspond to clubs in Western 1Ο1 countries; they are social and semi-commercial, being a meeting place for commercial and literary men and people of wealth and standing.",3,History of Buildings
524,26,2,1,Architecture and Building,"The buildings cover an extensive area, arranged in different halls of one story with a courtyard in front of each.",0,Architecture and Design
525,26,2,1,Architecture and Building,"Merchants from the same province of Fukien have erected another beautiful Guild Hall at Canton at a cost of $120,000.",3,History of Buildings
526,26,2,1,Architecture and Building,"In some of the halls a stage is erected for theatrical performances, and from a balcony members and their friends can enjoy the entertainments.",0,Architecture and Design
527,26,2,1,Architecture and Building,"In other halls shrines are dedicated to different so-called deities, such as the Queen of Heaven, the God of Learning, etc.",3,History of Buildings
528,26,2,1,Architecture and Building,"There is also in some part of the temple area an Ancestral Hall, in which tablets are erected in memory of departed members of the guild or club.",3,History of Buildings
529,26,2,1,Architecture and Building,Lanterns and scrolls are suspended from the ceilings on which curious characters and devices are written in gorgeous colors.,0,Architecture and Design
530,26,2,1,Architecture and Building,"Some of these columns, my guide told me, were executed in Amoy and others in Ningpo; they are monolithic and of fine gray granite.",1,Building Materials and Construction
531,26,2,1,Architecture and Building,We have noticed from time to time on our journey the lack of architectural beauty and attractiveness in Chinese buildings.,0,Architecture and Design
532,26,2,1,Architecture and Building,"Just notice how delicate in every detail, how rich the designs and in what elaborate and bold relief are the figures on the columns of this porch.",0,Architecture and Design
671,33,2,1,Architecture and Building,No one could feel that he had seen China unless he had seen one of these characteristic bridges or a pagoda.,0,Architecture and Design
672,33,2,1,Architecture and Building,The Chinese seem never to have taken to the swing-bridge to allow the passage of boats; and wheeled vehicles are so seldom used that they are not considered in bridge-building.,0,Architecture and Design
673,33,2,1,Architecture and Building,This is a beautiful arch and built according to sound principles of architecture; but where did the Chinese get their knowledge of the arch?,3,History of Buildings
674,33,2,1,Architecture and Building,"Yet, in every part of China these perfectly arched bridges are found which, to all appearances, ante-date both the Roman and the Greek periods.",3,History of Buildings
675,33,2,1,Architecture and Building,"The former structure was destroyed at that time, and the place we occupy was the scene of a bloody conflict; the forces under Gordon being on the farther side of the canal, and the rebels on this side under Burgovine with sixty foreigners and an army two hundred thousand strong.",3,History of Buildings
676,33,2,1,Architecture and Building,"The center of this simple, graceful arch is over fifty feet above the water, and the quality of the masonry shows for itself.",0,Architecture and Design
677,33,2,1,Architecture and Building,"People are passing to and fro while some are seated on the side wall, showing that it is probably a rendezvous for loafers.",2,Urban Development and Planning
689,33,5,1,Architecture and Building,I have said that in nearly every representation of a Chinese landscape one finds either a camel-back bridge or a pagoda.,0,Architecture and Design
690,33,5,1,Architecture and Building,"now, in order to see one of the most interesting of the latter, we will travel by boat for several miles, along winding, dark and narrow canals, through the city and beyond, to an elevation of ground called Tiger Hill.",2,Urban Development and Planning
691,33,5,1,Architecture and Building,"On this hill is located one of the oldest and most famous pagodas of Soo-chow, called Tiger Hill Pagoda.",3,History of Buildings
692,34,2,1,Architecture and Building,"They are all old by Western chronology, all patriarchal, but the senior member of the group, the Methuselah, as Du Bose calls it, is said to be 1,650 years old; and the authority for this antiquity is Fan Fen Chen Kung, a historian who lived nine hundred years ago, who probably had reliable documents for his statements.",3,History of Buildings
693,34,2,1,Architecture and Building,"You cannot wonder it is somewhat stooped, and you see why it is called the ""Leaning Tower of Soo-chow.""",0,Architecture and Design
694,34,2,1,Architecture and Building,"It is called Tiger Hill Pagoda, from a tradition that after the death of Hoh Lü, the first King of Soo-chow, a white tiger was seen crouching near his grave.",3,History of Buildings
695,34,2,1,Architecture and Building,Every race seems to possess the monument-building instinct; a prehistoric race in America built mounds; the Druids had their temples; we find the mysterious round-tower in Ireland; Egypt has pyramids and obelisks.,3,History of Buildings
696,34,2,1,Architecture and Building,"India, Ceylon and Burmah are covered with towers and dagobas, and China is said to have two thousand pagodas.",0,Architecture and Design
697,34,2,1,Architecture and Building,"Some people think the native faith in the pagoda is diminishing, as a new one is rarely seen; this might be said of bridges, temples and nearly everything in China, because everything appears old; disrepair and dilapidation are not necessarily evidences of a waning faith in their national institutions.",3,History of Buildings
698,34,3,1,Architecture and Building,"It seems to have had its origin in India, where it was wholly a religious temple dedicated to the worship of idols which were called pagods, hence the name, pagoda.",3,History of Buildings
699,34,3,1,Architecture and Building,"In China the form of the structure gradually changed from that of a temple to the tall, manystoried tower, like the one before us.",3,History of Buildings
