,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
19,1,8,24,War and Conflict,"We can see three large, new buildings on the quay, facing the harbor; the farthest of those buildings was a place of much importance during the Spanish-American war.",0,Military History
20,1,8,24,War and Conflict,"It is the Cable building, and it was to that place that all war dispatches were brought for transmission after the cable was cut in the bay of Manila.",0,Military History
878,38,7,24,War and Conflict,"We will descend from the slope on which we stand, cross the bridge and continue directly across the valley, followed by the gang on the hillside above us and those at the bridge, till we reach the opposite slopes, where we will ascend to a height which will enable us to look back across.",0,Military History
879,38,7,24,War and Conflict,"While we are making that short distance of about a half mile that native escort will, from a distance in the rear, continue to utter their shouts of mockery and their taunting yells.",0,Military History
997,42,5,24,War and Conflict,"Even before we set out on our itinerary at Hongkong, in January, a slight agitation in the political world was caused by the abdication of Emperor Kwangsu.",1,Political History
998,42,5,24,War and Conflict,Early in the following May an uprising in the northern provinces of Shansi and Pichili began to create alarm.,1,Political History
999,42,5,24,War and Conflict,"Chief among these were the I-Ho-Chuan, or, ""Fist of Righteous Harmony,"" and the Ta-Tao-Hui-"" Sword Society.""",0,Military History
1000,42,5,24,War and Conflict,"All members of these organizations became known as Boxers, which is a free interpretation of the literal""Fist of Righteous Harmony.""",0,Military History
1001,42,5,24,War and Conflict,And now we must change our field of observation from peaceful aspects of Chinese life to that latest Chinese crisis widely known as the Boxer uprising.,0,Military History
1002,42,5,24,War and Conflict,During the time we have been up the Yang-tse many stirring events have transpired; seventy native Christians have been massacred at Paoting-fu.,2,Civilian Impact of War
1003,42,5,24,War and Conflict,"On May 29, 1900, the very day on which we started from Hankow in the house-boat, the Boxers attacked the railway station near Pekin and cut off communication with Tien-tsin and the outside world.",0,Military History
1004,42,6,24,War and Conflict,"On the 12th of June an additional international force, two thousand strong, had started from Tien-tsin under Admiral Seymour.",0,Military History
1005,42,6,24,War and Conflict,"Next, word came that the forts at Taku had been captured with a loss to the Chinese of four hundred, and of twenty-one to the fleet.",0,Military History
1006,42,6,24,War and Conflict,"I hurried to the post for mail and then to the Consulate, where I found awaiting me a dispatch directing me to proceed at once to Taku.",0,Military History
1007,42,6,24,War and Conflict,"I hastened to the different steamship offices, and, fortunately, found a boat which was to sail for Cheefoo on the following morning.",0,Military History
1008,42,6,24,War and Conflict,"Two and a half days was required to reach that port, which is only about twelve hours from Taku (see map of Eastern China, Map No. 2).",0,Military History
1009,42,7,24,War and Conflict,"Notwithstanding all that has been said and written about Boxers and the Boxer movement, it is very difficult to determine the cause and object of this uprising.",1,Political History
1010,42,7,24,War and Conflict,"It is generally admitted, as I have elsewhere stated, that the Chinese are a docile and peace-loving people, and yet, social agitations are not infrequent, and the great Taiping Rebellion, in which over twenty million lives were sacrificed, occurred only forty years ago.",3,Social Change
1011,42,7,24,War and Conflict,"It will scarcely be denied that want sows the seeds of revolution and rebellion, and when the struggle for existence becomes general and prolonged, suffering humanity will organize into protective unions, or into I-HoChuan Societies.",3,Social Change
1012,42,7,24,War and Conflict,"China's great fertility and her vast territorial area are sometimes insufficient for her teeming millions, especially in the North, where whole provinces are often famine-stricken by reason of flood or drought or pestilence.",3,Social Change
1013,42,7,24,War and Conflict,"The Taiping Rebellion, the most bloody, disastrous and long-continued that has occurred in China in modern times, was inaugurated by a secret organization of insurrectionaries with the usual high-sounding name, Taipings, which signifies ""grand peace,"" with the ostensible purpose of overthrowing the Manchu dynasty, whose corrupt and oppressive administration of affairs had exhausted the patience as well as the earnings of the people; in other words, it was hunger that brought about that bloody revolution.",1,Political History
1014,42,7,24,War and Conflict,"A few years ago about ten millions are said to have died of starvation in the northern provinces bordering on the Hoang Ho, a river which has been called “China's Sorrow,"" because of the loss of life caused by flood, famine and pestilence.",2,Civilian Impact of War
