,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
126,6,2,18,Religion (Buddhism and Ancestor Worship),We see a country where only the low land is cultivated and where the hills and mountains are without timber except for an occasional clump of trees.,1,Land Use and Agriculture
127,6,2,18,Religion (Buddhism and Ancestor Worship),The area of valuable land occupied by graves has long been a serious curtailment of agricultural resources.,1,Land Use and Agriculture
150,8,3,18,Religion (Buddhism and Ancestor Worship),"According to Confucius, in his ""Filial Piety Classic,"" ""There are three thousand crimes to which one or the other of the five kinds of punishments is attached as a penalty, and of those no one is greater than disobedience to parents"";",0,Religious Practices and Beliefs
151,8,3,18,Religion (Buddhism and Ancestor Worship),It is not at all identical with what we look upon as children's obedience and respect for their parents in Western countries.,0,Religious Practices and Beliefs
152,8,3,18,Religion (Buddhism and Ancestor Worship),"The meaning would be better expressed if the so-called filial piety were termed veneration for ancestors, both immediate and remote, which, of course, should naturally begin with reverence for parents living.",2,Mythology and Symbolism
153,8,3,18,Religion (Buddhism and Ancestor Worship),"To honor and commemorate the family line, therefore, shrines or temples are erected in which memorial tablets are placed to different members of the clan or family.",0,Religious Practices and Beliefs
154,8,3,18,Religion (Buddhism and Ancestor Worship),"This temple or ancestral hall before us has been erected, and is maintained by members of the Chun Clan, which has existed for some sixty generations.",0,Religious Practices and Beliefs
155,8,3,18,Religion (Buddhism and Ancestor Worship),"The Chun family were the founders and are still the proprietors of the Chun-li-Chai, the house name of an old medicine firm which has been in existence for a thousand years, and of which there are two establishments still to be found.",0,Religious Practices and Beliefs
156,8,3,18,Religion (Buddhism and Ancestor Worship),"This beautiful ancestral temple is a shrine at which all members of the Chun Clan, from the humblest to the highest, can place their memorial tablets for those who have gone before.",0,Religious Practices and Beliefs
157,8,3,18,Religion (Buddhism and Ancestor Worship),"The second pavilion is for members who can afford only one hundred taels, a third for those who are only able to pay forty taels.",1,Land Use and Agriculture
158,8,3,18,Religion (Buddhism and Ancestor Worship),"Considerable time could be spent in examining the wonderful carving and grotesque decorative art in this charming structure, which is considered the finest in this part of the Empire.",2,Mythology and Symbolism
159,8,3,18,Religion (Buddhism and Ancestor Worship),"By a handful of ""cash"" (a small copper coin, seventeen of which make one cent) I induced those three juvenile Celestials to stand where you see them;",2,Mythology and Symbolism
160,8,3,18,Religion (Buddhism and Ancestor Worship),"just out of sight at our left, the court is well filled with gaping onlookers, who were kept back with great difficulty.",2,Mythology and Symbolism
161,8,3,18,Religion (Buddhism and Ancestor Worship),"The ready laugh usually denotes a genial nature, which is often lacking in the Chinese people.",0,Religious Practices and Beliefs
162,8,3,18,Religion (Buddhism and Ancestor Worship),Everywhere one may see very small boys and girls carrying and caring for younger brothers and sisters;,0,Religious Practices and Beliefs
164,9,2,18,Religion (Buddhism and Ancestor Worship),"This temple was founded 500 A. D., or about fourteen hundred years ago, and is called the Flowery Forest Monastery, or Temple of Five Hundred Genii.",0,Religious Practices and Beliefs
165,9,2,18,Religion (Buddhism and Ancestor Worship),At the early date of its establishment its surroundings probably made the former rural name appropriate.,1,Land Use and Agriculture
