,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
63,3,2,23,Transportation,"Two steamers of this class, besides several other boats that carry freight and a few passengers, ply daily between Canton and Hongkong.",0,Transportation Modes and Costs
64,3,2,23,Transportation,These side-wheel boats are of European construction and are quite similar to those that ply between New York and Albany on the Hudson River.,0,Transportation Modes and Costs
65,3,2,23,Transportation,"They have accommodations for first-class European passengers and a separate accommodation for first-class native passengers, besides an entire lower deck for the second-class Chinese, who are carried between the two ports at fifty-cent fares; first-class natives are carried for one dollar, while European travellers are charged at the civilized rate of eight dollars for the same short passage.",0 ,Transportation Modes and Costs
79,3,7,23,Transportation,"Sometimes European travellers who wish to make a prolonged sojourn in the vicinity of Canton, and do not care to pay the high prices charged in the one hotel, hire a comfortable house-boat which can be had for one dollar per day.",0,Transportation Modes and Costs
80,3,7,23,Transportation,"In that case the native owners occupy a small space in the bow, where all cooking is done for the traveller without extra cost, with the additional advantage of free transportation to any point on the river.",0,Transportation Modes and Costs
118,5,5,23,Transportation,"People are carried from place to place through the narrow winding streets in sedan-chairs, and it is probably not unsafe with respect to truth to say that not one wheeled vehicle could be found within the entire range of our vision.",0,Transportation Modes and Costs
313,15,6,23,Transportation,"You have not forgotten that great side-wheel steamer that lay within our first panorama overlooking the river at Canton; we now go on board of her and in a few hours we shall be landed back in Hongkong, our startingplace.",2,Travel and Historical Events
314,15,6,23,Transportation,"From Hongkong we shall go northward over a treacherous sea that is the terror of navigators, the China Sea, and through the Formosa Channel to Shanghai, almost a thousand miles north.",2,Travel and Historical Events
315,15,6,23,Transportation,"If you have but recently quit your mother's apron-strings or have been accustomed to a nice bed from which you had to lay away the lovely pillow-shams every night, why you must go first class, by the French Mail or the P. & O., which will cost you about fifty dollars.",0,Transportation Modes and Costs
316,15,6,23,Transportation,If you are a graduate from the school of hard experience you can go third class on any of the lines plying between the two ports for about fifteen dollars.,0,Transportation Modes and Costs
317,15,6,23,Transportation,"An intermediate passage, comfortable for those not disturbed by three days of plain living, may be secured for twentyfive dollars.",2,Travel and Historical Events
318,15,6,23,Transportation,"So, then, circumstances being a dictator, let us decide and take one of the many boats that leave Hongkong and touch at Shanghai.",2,Travel and Historical Events
319,15,6,23,Transportation,"The channel is not very wide, and for that reason it is particularly dangerous during typhoons; but we shall pass through in the early spring and typhoons prevail mostly in midsummer.",1,River Travel and Challenges
320,15,6,23,Transportation,"In the meantime, on our way, I must tell you something about that city, and when we arrive we shall find an elevated position as we did at Canton, from which we can get a general view.",2,Travel and Historical Events
321,15,6,23,Transportation,"If we turn to Map No. 2, the map of ""Eastern China,"" we find the route line in red which shows our course from Canton to Shanghai.",2,Travel and Historical Events
332,15,8,23,Transportation,"There are a few cabs out on the street, and an ample supply of the jaunty little man-carts called jinrikishas, or ""rikishas.""",0,Transportation Modes and Costs
333,15,8,23,Transportation,"For luggage, a droll array of wheelbarrows is in waiting wheelbarrows advanced to a state of utility and capacity unknown in the Western world.",0,Transportation Modes and Costs
334,15,8,23,Transportation,"Our luggage on the wheelbarrow and ourselves mounted on a dashing, coolie-propelled ""rikisha,"" we are off for a hotel in the European quarter of the city.",2,Travel and Historical Events
335,15,8,23,Transportation,"As we pass along we are amazed at the evidences of up-to-date conditions-wellpaved streets, magnificent modern buildings, street lamps, electric lights, public gardens with music-stands.",2,Travel and Historical Events
336,15,8,23,Transportation,"But for a panorama, that we may get the general view of the city which I promised you, we will ascend to the roof of the Imperial Bank of China and look northward over the street along which we came from the landing-place.",2,Travel and Historical Events
353,16,5,23,Transportation,"75 standing before hotels and shops; they take the place of the cab, the tramway and the trolley; indeed, in many respects they are more convenient and much less expensive than the cab.",0,Transportation Modes and Costs
354,16,5,23,Transportation,"Their speed is about the same as that of an ordinary horse-carriage, while they will carry one to any part of the city for five cents, or, by the day, at ten cents an hour.",0,Transportation Modes and Costs
355,16,5,23,Transportation,"The ""rikisha-men"" have wonderful endurance and maintain a constant run; but they are said to be short-lived.",0,Transportation Modes and Costs
486,22,5,23,Transportation,"We shall board that steamer in the evening, pay $7.50 for a first-class fare, and during the following forenoon shall be landed at Ningpo, which, as our map of eastern China shows, is about one hundred and fifty miles south of Shanghai.",0,Transportation Modes and Costs
629,30,5,23,Transportation,"The Grand Canal at Soo-chow is connected with the Wusung at Shanghai by a branch canal, following the course of the Soo-chow creek.",1,River Travel and Challenges
630,30,5,23,Transportation,"This waterway is well filled with all sorts of small craft plying between the two places, including steam-tugs towing native cargo and passenger-boats.",0,Transportation Modes and Costs
631,30,5,23,Transportation,"One can barely stand erect in the shallow hold and must supply himself with food for the journey, if he cannot eat the native chow.",1,River Travel and Challenges
632,30,5,23,Transportation,"Provided with a packet of luncheon and a shawl and blanket, which have been my shelter and my only companions in many lands, I plunged into an abysmal bunk and abode therein until the following day, when I was landed outside the old wall in a European concession, which has been granted in recent years.",2,Travel and Historical Events
708,34,5,23,Transportation,"We cannot afford to remain long in one place; the Chinese Empire is a little world in itself, and much remains for us yet to explore.",2,Travel and Historical Events
709,34,7,23,Transportation,"People who visit China should not confine their field of observation to seaport towns, as is so frequently done by globe-trotters.",2,Travel and Historical Events
710,34,7,23,Transportation,"When I returned to Shanghai, from Soochow, I received a cablegram to proceed up the great Yang-tse-Kiang River to Hankow, a distance of six hundred miles (see map of eastern China).",2,Travel and Historical Events
711,34,7,23,Transportation,"Hoping now that our mutual trip to the interior may be equally interesting, we will embark on one of those large side-wheel steamboats, such as that on which we made our trip to Ningpo.",2,Travel and Historical Events
712,34,7,23,Transportation,"The accommodations are as comfortable as on a Hudson River steamer, and we shall reach Hankow in three days.",0,Transportation Modes and Costs
713,34,7,23,Transportation,"The scenery en route is interesting, but somewhat monotonous; the valley of the Yang-tse-Kiang is a level plain with no great diversity in its appearance, and all Chinese towns are alike.",1,River Travel and Challenges
714,34,7,23,Transportation,The vast expanse of yellow water dotted with characteristic junks moves sullenly along at the rate of two and one-half miles an hour.,1,River Travel and Challenges
715,34,7,23,Transportation,Our fellow passengers are a few missionaries with their families who are on their way to the hill region to pass the hot summer months.,2,Travel and Historical Events
716,34,7,23,Transportation,"Six or eight stops are made between Shanghai and Hankow, and then, at the end of three days, our boat makes fast to the hull of an old ship.",1,River Travel and Challenges
750,36,3,23,Transportation,"When I first reached Hankow I supposed I was in the heart of the tea-growing region; but I soon learned I could not reach the nearest plantation without a tedious journey of a hundred miles; and that this journey must be made in a house-boat, through canals and inland lakes and rivers for eighty miles, and then, when I reached the mountains, the last part of the trip, some twenty miles, would have to be made in a sedan chair carried by coolies.",2,Travel and Historical Events
751,36,3,23,Transportation,"The worst feature of the adventure was the hostility of the people in the province through which the journey lay, for at this time the Boxer uprising was agitating the usual bitterness toward foreigners into frenzied aggressiveness.",2,Travel and Historical Events
752,36,3,23,Transportation,"The American Vice-Consul found a fearless and adventurous young man, son of ex-Consul Childs, who was quite willing to accompany me for the sport of hunting on the way.",2,Travel and Historical Events
753,36,3,23,Transportation,"This young fellow was powerful and brave almost to recklessness, and, as he said, any half-dozen Boxers would only be “Child's"" play for him.",2,Travel and Historical Events
754,36,3,23,Transportation,"We at once set to work to prepare for the trip; he furnished one double-barreled breech-loading shot-gun and a Martini-Henri rifle, with an abundance of ammunition; he also engaged from a friend of his, a Russian merchant, a suitable house-boat with sleeping accommodations; later I will show you the boat.",2,Travel and Historical Events
755,36,3,23,Transportation,"We went to a native grocery and laid in a supply of provisions, such as we could get-chiefly canned goods and several dozen bottles of soda-water-we knew drinking-water would be difficult to find.",1,River Travel and Challenges
756,36,3,23,Transportation,"Mr. Childs said we must take a couple of bottles of whisky, because he was acquainted with a mandarin up the river who was fond of it, and that his favor was worth two bottles; I remonstrated that one bottle was enough for one mandarin.",2,Travel and Historical Events
757,36,3,23,Transportation,"""Yes,"" he replied, ""but we may find another mandarin""; and so we did.",2,Travel and Historical Events
758,36,3,23,Transportation,Our grocery supply cost fifteen dollars; it included several loaves of settlement bread.,2,Travel and Historical Events
759,36,3,23,Transportation,"He returned with a back-load all strung on strings, about one dollar's worth on each, the five straps weighing thirty pounds; this is no exaggeration; because the spectacle of our cook returning with thirty pounds of coin hung over his shoulders and around his neck was so ludicrous that I weighed a one dollar strap, which was just six pounds.",2,Travel and Historical Events
