,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
128,6,3,0,Agriculture and Farming,"Here he is evidently a truck gardener for the great market near at hand; you see how carefully the ground is ridged; how the streamlet from the hillside is carried around the walled compound and along the slope at a proper elevation for irrigating his plot of ground; that it is continued along the base of the hill to his neighbor beyond, where it again does its work of irrigation, and so down the plain in the benevolent perpetuity of Tennyson's ""Brook.""",0,Agriculture
793,37,4,0,Agriculture and Farming,"Our coolies kept tugging at the tow-line until, some time in the afternoon, when we spied a typical native plowman quite near the bank of the canal.",0,Agriculture
794,37,4,0,Agriculture and Farming,I placed my instrument at the point of his nearest approach; when within about twenty paces. the buffalo halted;,0,Agriculture
795,37,4,0,Agriculture and Farming,"I knew something about the idiosyncrasies of a water-buffalo, and that when he stops to look at a foreigner, something is going to happen.",0,Agriculture
796,37,4,0,Agriculture and Farming,"it was a level plain, and the last we saw of the water-buffalo was a black spot in the horizon, with a whisking crescent over his back made by the flying plow.",0,Agriculture
797,37,4,0,Agriculture and Farming,"On our return trip several days later, we recognized the same field and saw that no plowing had been done in the meantime.",0,Agriculture
871,38,4,0,Agriculture and Farming,"Then we must remember that the vast population of Africa and the other parts of Asia, with the East Indies, are essentially rice-eating peoples.",0,Agriculture
872,38,4,0,Agriculture and Farming,"You probably know that rice is an aquatic plant and is supposed to be a native of India, although there are kinds that will grow on high lands.",1,Plant Resources
873,38,4,0,Agriculture and Farming,"It is sown in mud or water, and when it has grown to be eight or ten inches high it is transplanted, as you see it in these fields.",0,Agriculture
963,42,2,0,Agriculture and Farming,I have already called your attention to rice as the most universal food product and the most useful cereal in the world.,0,Agriculture
964,42,2,0,Agriculture and Farming,"The bamboo belongs to the grass family, and, because of its gigantic size, its great utility, its unsurpassed gracefulness and beauty, it has properly been called the ""King of the Grasses.""",1,Plant Resources
965,42,2,0,Agriculture and Farming,"It may be ordinary and uninteresting to you, but it is an arboreal pet of mine, and you must pardon me if I dwell for a little upon it.",1,Plant Resources
966,42,2,0,Agriculture and Farming,"and uses, and among all plants which have reached the dignity of a tree, both for usefulness and for beauty, the bamboo is peerless.",1,Plant Resources
967,42,2,0,Agriculture and Farming,Many years ago I was engaged by the Wizard of Menlo Park to encircle the globe and to ransack all tropical jungles in search of a superior fiber for the incandescent light.,1,Plant Resources
968,42,2,0,Agriculture and Farming,"Equipped with a full set of implements for drawing out and carbonizing fibers, I spent a year among the bamboos of India, Ceylon, Burmah, Malay Peninsula, China and Japan.",1,Plant Resources
969,42,2,0,Agriculture and Farming,"I found about eighty different varieties in the island of Ceylon; about sixty scattered over Hindostan, between Cape Comorin and the Himalayan Range; something like eighty in Burmah and the Malayan Peninsula; nearly the same in China and Japan.",1,Plant Resources
970,42,2,0,Agriculture and Farming,"You may see, therefore, I have had some opportunities to become familiar with the bamboo and can assure you familiarity, in this case, has not bred contempt.",1,Plant Resources
971,42,2,0,Agriculture and Farming,Those who have not seen the bamboo growing in its native climate can have no proper idea of its matchless grace and beauty.,1,Plant Resources
