,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
243,12,2,14,Missionary Work,"We are now in the European Settlement, on the walk by the water, looking eastward, down the river, with a group of mission children gathered under the shade of a range of stately banyan-trees.",0,Cultural Exchange and Interaction
244,12,2,14,Missionary Work,"This island is only about three hundred yards in width, separated from the city of Canton by a narrow canal congested with every style of small craft.",0,Cultural Exchange and Interaction
245,12,2,14,Missionary Work,"It comprises chiefly the English and French concessions, and is considered one of the most beautiful and healthful foreign settlements in the Far East.",0,Cultural Exchange and Interaction
246,12,2,14,Missionary Work,"The whole island is a bower of beauty; the rows of fine modern buildings are flanked by magnificent banyan-trees, such as you see here on the river-front.",0,Cultural Exchange and Interaction
247,12,2,14,Missionary Work,"There are beautiful flower-gardens, tennis-courts, cycle paths and avenues of palms; and all the feathered tribes of the neighborhood seem to appreciate European conditions and protection; these beautiful trees are all alive with birds of brilliant plumage and melodious with birdsongs.",0,Cultural Exchange and Interaction
248,12,2,14,Missionary Work,"But perhaps most interesting of all is this group of pretty and welldressed Chinese girls, who have been brought by their devoted American lady teacher from the other side of the river.",0,Cultural Exchange and Interaction
249,12,2,14,Missionary Work,"The little party filled a sampan and landed on the Shameen bright and early, because I had promised them one of their pictures.",0,Cultural Exchange and Interaction
250,12,2,14,Missionary Work,"They are children of the better class, well dressed and tidy and happy in expectation of receiving a picture.",1,Social Structures and Gender Roles
251,12,2,14,Missionary Work,"The missionary influence on these children is marvelous; they have no superstitious dread of foreigners or cameras; they have been taught self-respect, and to respect foreigners; they are girls, and girls in China, you must know, when they are fortunate enough to escape infanticide, have but meager consideration, and they respond most touchingly to the love bestowed upon them by their affectionate teachers.",1,Social Structures and Gender Roles
252,12,2,14,Missionary Work,"It is worth while noticing how beautifully they are attired, in silken garments, how carefully the hair is arranged after their fashion, smooth and glossy.",1,Social Structures and Gender Roles
253,12,2,14,Missionary Work,"Notice also the one American child on the end of the stone seat, and the difference in features between the Caucasian and the Mongolian types; the stiff, straight, black hair of the latter, with oblique eyes, flat nose and rather poor facial lines generally, and the soft, flaxen ringlets that float about the prominent forehead of the former, with mouth and chin that are modeled on Hogarth lines of beauty.",0,Cultural Exchange and Interaction
254,12,3,14,Missionary Work,"There appears to be the promise of a smile on the face of the girl next the river; a scarce article in China, as already mentioned.",1,Social Structures and Gender Roles
255,12,3,14,Missionary Work,"Their garments are not ungraceful, with their capacious sleeves and a simple cord at the neck, instead of a stiff starched collar that enforces awkwardness of head movement; note also that at least one girl has her hair knotted on the side of the head, something that is quite common with small girls in China.",0,Cultural Exchange and Interaction
