,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
32,2,4,13,Military and Naval Defenses,"A little nearer we see a long, rakish, crouching, demoniacal looking craft with a skulking lowness in the water.",1,Navigation and Transportation
33,2,4,13,Military and Naval Defenses,In the center of our field of vision we see a large white ship with three funnels; her lines indicate other purposes than the pursuit of commerce.,1,Navigation and Transportation
34,2,4,13,Military and Naval Defenses,"Our field of vision embraces only a narrow space across the channel; throughout its full length there are seldom fewer than fifteen or twenty of these grim arbiters anchored in this focus of Oriental commerce, and they are mostly English.",1,Navigation and Transportation
1065,44,6,13,Military and Naval Defenses,"This map gives us a sketch of the Pei-ho River from the Pichili Bay to a point about six miles inland, including the sites of the forts at Taku and the town of Tongku.",0,Military Architecture and Fortifications
1066,44,6,13,Military and Naval Defenses,"Find the number 45 in red, inclosed in a circle, and the two red lines which branch from this circle toward the north.",1,Navigation and Transportation
1067,45,2,13,Military and Naval Defenses,"On both sides of the river, at its mouth, are mud forts similar to the one we see on the opposite side of the river.",0,Military Architecture and Fortifications
1068,45,2,13,Military and Naval Defenses,"Almost directly behind us are several other forts, little more than a half mile distant; these, with the North Fort and the Northwest Fort before us, at one o'clock on Sunday morning on June 17, 1900, opened fire with all their guns on the small warships which were lying in that narrow stream off to the left.",3,Military History and Technology
1069,45,2,13,Military and Naval Defenses,"The contest was hot, but of short duration, as by 7 o'clock in the morning two of the forts had been blown up and all the others carried by assault.",3,Military History and Technology
1070,45,2,13,Military and Naval Defenses,"The particulars of that battle are familiar to every one, but no written description can ever convey to you so vivid an idea of the appearance of the now famous mud forts at Taku, the river, and the surrounding country, as this opportunity to view them for yourself.",3,Military History and Technology
1071,45,2,13,Military and Naval Defenses,"You see the level mud flats extending to the horizon; the view is the same in every direction, except toward the sea.",1,Navigation and Transportation
1072,45,2,13,Military and Naval Defenses,Now you can tell exactly how those forts appear; you can even distinguish the patches of clay detached by the impact of shell.,3,Military History and Technology
1073,45,2,13,Military and Naval Defenses,"You can almost see the guns on the wall; you can see the flag-poles and flags; indeed, that near pole is not only a flag-pole, it is also used for sending dispatches to the fleet by wireless telegraphy.",3,Military History and Technology
1074,45,2,13,Military and Naval Defenses,"They consist of vast masses of well-put-up clay, which offers more effective resistance to shell than solid masonry; but how they are built, and how mounted with the most improved ordnance, you will see better when we take our next position on the top of the wall of the Northwest Fort, at the left-hand corner, in line with that warship.",0,Military Architecture and Fortifications
1075,45,2,13,Military and Naval Defenses,"Let me call your attention briefly to the buildings near us, that you may know how the houses in Taku are built, and not only in Taku, but throughout the whole valley of the Pei-ho to Pekin I mean of mud, though what you see here are well-made houses and occupied by Europeans.",2,Urban and Palace Architecture
1076,45,2,13,Military and Naval Defenses,"The two buildings at our feet are portions of the Taku Hotel, which I occupied on three different occasions.",2,Urban and Palace Architecture
1077,45,2,13,Military and Naval Defenses,These so-called mudhouses have walls and roof built up of bundles of reeds coated with the universal clay of these alluvial plains.,2,Urban and Palace Architecture
1078,45,2,13,Military and Naval Defenses,"The countless villages and towns scattered over these vast northern tracts are constructed largely of mud or clay; they have a miserable appearance, but they are warm and inexpensive.",2,Urban and Palace Architecture
1079,45,2,13,Military and Naval Defenses,A mudhouse to accommodate a small family does not cost half the sum required to build a well-to-do farmer's pighouse in Western countries.,2,Urban and Palace Architecture
1080,45,2,13,Military and Naval Defenses,"This part of Taku is known as Pilot-Town, because it is the home of many pilots whose services are in great demand on account of the difficulties in navigating the shallow and tortuous river.",1,Navigation and Transportation
1081,45,2,13,Military and Naval Defenses,Our position here is on the top of a pilot's lookout; you may see another lookout beyond the line of buildings on our left.,1,Navigation and Transportation
1082,45,2,13,Military and Naval Defenses,"Before leaving this pilot's lookout, I must call your attention to a causeway which begins at the right-hand side of that Northwest Fort; it extends to the North Fort on the same side of the river and which we can see better from our next position.",0 ,Military Architecture and Fortifications
1083,45,3,13,Military and Naval Defenses,"Now we are to descend, cross the river in a sampan and enter that Northwest Fort at the gateway at the southeast angle;",0,Military Architecture and Fortifications
1084,45,3,13,Military and Naval Defenses,we shall ascend the wall at the southwest angle and stand beside a modern gun which did its share of damage to the fleet of the allies and still remains intact.,3,Military History and Technology
1086,46,2,13,Military and Naval Defenses,Again you can see the character of the surrounding country; you can see the bay of Pichili and almost descry some of the nearer ships of the fleet ten miles away.,1,Navigation and Transportation
1087,46,2,13,Military and Naval Defenses,"In that stretch of water, near the mouth of the river, lies the great obstruction to ships entering the river; I mean a sand-bar lying only a mile or two out from the mouth of the river, and on which often may be seen several ships entrapped by low water and awaiting high tide.",1,Navigation and Transportation
1088,46,2,13,Military and Naval Defenses,"You can see shipping on the river, the width of the Pei-ho, and almost the muddy character of the water; you can see the North Fort with the flag of the victor flying over it; you can see the long causeway, leading from the fort on which we stand to the North Fort.",0,Military Architecture and Fortifications
1089,46,2,13,Military and Naval Defenses,"You can see how exposed they were; they could not advance over the level ground in open order, as it is covered with mud and water so that the daring sally was made in close order over that long distance.",3,Military History and Technology
1090,46,2,13,Military and Naval Defenses,This sentinel told me that a handful of old women (Western) in yonder fort with the guns trained on the causeway could have held it against ten thousand men; but John Chinaman is no warrior.,3,Military History and Technology
1091,46,2,13,Military and Naval Defenses,"The term mud always conveys a significance of meanness which naturally leads one to consider them as crude heaps of dirt; now that we see them, we find they are well-built forts with bastions, ramparts, moat and armament which probably could be tagged ""made in Germany.""",0,Military Architecture and Fortifications
1092,46,2,13,Military and Naval Defenses,That long breech-loading rifle was not made in China; that steel shield for protecting the gunners is up to date.,3,Military History and Technology
