,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
446,20,7,17,Prisoners and Punishment,He had previously committed several murders; but his last offense was the gouging out of a man's eyes.,1,Crime and its Punishment
447,20,7,17,Prisoners and Punishment,He was taken in this crime and brought to the native city where he was tried before a Chinese tribunal and condemned to die by what is known as the cage.,1,Crime and its Punishment
448,21,2,17,Prisoners and Punishment,"The public announcement that the death penalty by the ""cage"" was to be inflicted upon this notorious fiend created great excitement among the natives of Shanghai.",1,Crime and its Punishment
449,21,2,17,Prisoners and Punishment,"This means of execution had not been employed for many years; few had ever seen a criminal in a cage,"" which consists, as you can see, of a frame of rough sticks.",0 ,History of Punishment and Justice
450,21,2,17,Prisoners and Punishment,"Boards are placed close around his neck and made fast to the frame; flat stones are placed beneath his feet, supporting him about twelve inches above the ground.",0,History of Punishment and Justice
451,21,2,17,Prisoners and Punishment,"After a stated time these stones are removed one by one, causing a gradual suspension by the neck and a slow strangulation.",1,Crime and its Punishment
452,21,2,17,Prisoners and Punishment,"Before the termination of this prolonged death penalty, the criminal in his cage is compelled to stand one day before each gate of the city.",1,Crime and its Punishment
453,21,2,17,Prisoners and Punishment,There are six gates to the old city of Shanghai; that means a week of unimaginable fatigue before the scornful gaze of crowds in the thoroughfares.,2,Cultural Views on Justice
454,21,2,17,Prisoners and Punishment,"When I heard of this unusual spectacle of a caged criminal, I arranged with a Chinese shopkeeper, with whom I had become acquainted, to go with me as interpreter, he being able to speak a little English.",1,Crime and its Punishment
455,21,2,17,Prisoners and Punishment,"When we finally found him he was surrounded by an impenetrable crowd of natives, and his charges had gone up to five dollars under a lively patronage.",1,Crime and its Punishment
456,21,2,17,Prisoners and Punishment,"We found we had to negotiate with the police in charge, who were evidently dividing the ""squeezes"" with the prisoner.",1,Crime and its Punishment
457,21,2,17,Prisoners and Punishment,"My Chinese friend succeeded after tedious parley in a surging crowd in reducing the license from five Mexican dollars to four, with the proviso that the crowd must be cleared out of the way, and that the prisoner must remove his hat and turn his face toward the light.",1,Crime and its Punishment
458,21,2,17,Prisoners and Punishment,"Notice how he holds the straw hat, which by our verbal contract he was obliged to remove; and note also the peculiarities of his hair; his queue has been removed and his front hair allowed to grow.",1,Crime and its Punishment
459,21,2,17,Prisoners and Punishment,The queue and the shaven front are marks of loyalty to the reigning dynasty and not permitted on the part of those under condemnation.,2,Cultural Views on Justice
460,21,2,17,Prisoners and Punishment,"Notice the iron hasps on the side of the cage, through which poles are put to carry it from gate to gate; also the flat stones beneath his feet soon to be removed one by one.",0,History of Punishment and Justice
461,21,2,17,Prisoners and Punishment,"When the morrow came this poor callous wretch was dead; his friends had smuggled in to him during the last night a mortal draught, and he cheated the cage of its intended strangulation.",1,Crime and its Punishment
462,21,2,17,Prisoners and Punishment,"His face is not so bad, less Mongolian than most in that horde behind; but the capacity for heartless crime was there, and he paid the penalty.",1,Crime and its Punishment
463,21,2,17,Prisoners and Punishment,This is one of the many strange devices for torture and punishment practiced in China; further on in our itinerary I will explain others.,0,History of Punishment and Justice
633,31,2,17,Prisoners and Punishment,"We are here looking northwest, across the Grand Canal, toward the southern portion of the city, which is entirely within the wall.",0,History of Punishment and Justice
634,31,2,17,Prisoners and Punishment,"These prisoners stand upon a broad, well-paved, modern street running along the canal in front of the General Concession.",0,History of Punishment and Justice
635,31,2,17,Prisoners and Punishment,"There are only a few buildings in this quarter; the police headquarters are just behind us, and these three prisoners have been brought out before us that we may better see how law-breakers are chained and cangued.",1,Crime and its Punishment
636,31,2,17,Prisoners and Punishment,I told you when describing the caged criminal at Shanghai I might show you other forms of punishment later; this is another form of torture.,1,Crime and its Punishment
637,31,2,17,Prisoners and Punishment,"It consists of this heavy I2I frame of planks about three feet square, closed around the neck by transverse dowels and is called the Cangue.",0,History of Punishment and Justice
638,31,3,17,Prisoners and Punishment,"It projects so far that the wearer cannot reach his head with his hands, and is therefore liable to die from starvation unless he have friends to look after him.",1,Crime and its Punishment
639,31,3,17,Prisoners and Punishment,"The cangue usually weighs about thirty-three pounds, and when it is borne for several months it would seem to be quite insupportable to any one but an inhabitant of this land.",0,History of Punishment and Justice
640,31,3,17,Prisoners and Punishment,"I often think that Chinamen must have cold blood or a very crude sensorium, so callous they seem to physical pain.",2,Cultural Views on Justice
641,31,4,17,Prisoners and Punishment,"A more common mode of punishment than either the cage or the cangue is the bamboo, which is used for all minor offenses.",1,Crime and its Punishment
