,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
51,2,8,5,Education,"When we looked at Hongkong from the ship your attention was called to three buildings, one containing the cable office; those buildings are again before us, down by the harbor.",0,Architecture and Religious Structures
52,2,8,5,Education,"A little further to the left, just to the right of the tree before us, and about half way to the Cable building, is St. John's Protestant Cathedral, a pretty building erected over fifty years ago, with a seating capacity for eight hundred.",0,Architecture and Religious Structures
53,2,8,5,Education,"And below us to the left of the tree we see the spire of the Union Church, erected two years before the former and seating about five hundred people.",0,Architecture and Religious Structures
54,2,8,5,Education,"Much encouragement has been given in that direction in Hongkong, and the Chinese inhabitants are quite alive to the importance of education.",1,Education System and Student Life
55,2,8,5,Education,When approaching the schoolhouse I was amazed at the great volume of vocal noise proceeding from within the schoolroom.,1,Education System and Student Life
56,2,8,5,Education,"I asked the teacher, who spoke intelligible English, if Chinese pupils always study in this fashion.",1,Education System and Student Life
57,2,8,5,Education,"He replied that ""Chinamen believe study muchee loud remember more better.""",1,Education System and Student Life
58,2,8,5,Education,"This is a thought for the teacher who is fond of hearing a ""pin drop,"" and a plea for the boy who isn't.",1,Education System and Student Life
117,5,4,5,Education,We can see no church spires; but there are one hundred and twenty temples down in that great sea of lowly homes.,0,Architecture and Religious Structures
202,10,2,5,Education,"You will scarcely think it possible that those low, shedlike structures, hardly more imposing in appearance than the cattle-pens in some city stockyards, are the halls in which applicants for examination for degrees that nearly correspond with our college degrees of Bachelor of Arts and Master of Arts are held.",1,Education System and Student Life
203,10,2,5,Education,"Yes, once in three years learned examiners come from Pekin to test here the literary merit of those who aim to fill government offices or to obtain honorary degrees.",2,Civil Service Examinations
204,10,2,5,Education,"The government of China has encouraged the higher education of the few by dispensing state offices and honors only to scholars, and the distribution is based on this system of elaborate examinations.",2,Civil Service Examinations
205,10,2,5,Education,As far as it goes it is an equitable system of civil service; for the poorest may rise to the highest rank next to the Emperor.,2,Civil Service Examinations
206,10,2,5,Education,China is the only country in the world in which titles of honor for learning are higher and more lucrative than those conferred on military officials.,2,Civil Service Examinations
207,10,2,5,Education,The preparation for these triennial examinations is very unlike our preparation for a degree in college; it consists largely in a cramming with obsolete Confucian classics.,2,Civil Service Examinations
208,10,2,5,Education,The applicant most likely to secure a degree is the one who has memorized and can best quote the four sacred books and the five classics of Confucius.,2,Civil Service Examinations
209,10,2,5,Education,"Examinations for the first degree are held in provincial towns throughout the Empire; for the second, in each capital of the eighteen provinces.",2,Civil Service Examinations
210,10,2,5,Education,Those for the third are held in Pekin; the final examination gives the successful candidate a membership in the Imperial Academy.,2,Civil Service Examinations
211,10,2,5,Education,"Every male, without respect to age or position, is eligible, and should a degree be obtained, even though no government appointment be the result, the possessor is not only honored in his community, but enjoys an immunity from the baser penalties of the law, such as bamboo flagellations, which are inflicted for many trivial offenses.",2,Civil Service Examinations
212,10,2,5,Education,The examinations are very rigorous and often only a very small number out of the thousands of applicants carry away the honors of a degree.,1,Education System and Student Life
213,10,3,5,Education,"Women are not eligible in these examinations; indeed, they can hardly be considered eligible to any education whatever, as immemorial usage has placed them on a lamentable plane of inferiority, as is exemplified by the prevalence of female infanticide.",3,Gender Inequality
214,10,4,5,Education,The grounds of this Examination Hall cover about twenty acres and contain accommodation for twelve thousand competitors.,1,Education System and Student Life
215,10,4,5,Education,"We entered through a gate at the farther end of this causeway, and we are now standing on the upper floor of a building which contains apartments for two chiefs and ten junior examiners; also for the Viceroy and the Governor of the Province, whose presence is required during the examinations.",2,Civil Service Examinations
216,10,4,5,Education,"You will notice the low, narrow brick structures with half-roofs sloping toward the entrance side, with a narrow alley or lane between them; these long, shed-like buildings are partitioned off into spaces five feet six inches deep, three feet eight inches broad and six feet high.",0,Architecture and Religious Structures
217,10,4,5,Education,"In these solid brick quarters the candidate is confined for two whole days and nights, during which time he is to complete his essay or poem.",2,Civil Service Examinations
218,10,4,5,Education,"From a tower built for the purpose, a close watch is maintained over the whole area, and the utmost precaution is taken to prevent students from smuggling into their cells any available item of literature.",1,Education System and Student Life
219,10,4,5,Education,"You will notice, on the end of each range of cells, characters designating the number of the range and the cells included.",2,Civil Service Examinations
220,10,4,5,Education,"You can see also the source of the water supply for the twelve thousand feverish and anxious competitors that are locked in those close, hot cells for two days and two nights; I mean the cisterns with stone curbs that extend along the space between the causeway and the buildings.",0,Architecture and Religious Structures
221,10,4,5,Education,"I need not tell you that the two Oriental specimens below us, with bare heads and poorly shod feet and stiffly akimboed arms are not defeated candidates for literary honors; they are but common coolies who, as you can readily see, impose on art when they pose for ""cash.""",4,Western Influence on Education
222,10,4,5,Education,"This becomes an interesting fact when I remind you that we are here just within the tropics, Canton being only a few miles below the Tropic of Cancer, and that frost seldom occurs here.",0,Architecture and Religious Structures
1462,67,6,5,Education,"In 1872 he had thirty Chinese boys sent to the United States to be educated, and established a college in Pekin, under Dr. W. H. P. Martin.",4,Western Influence on Education
