,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
13,1,5,12,Harbor and Waterways,"That water front, which you see, is lined with commodious modern office buildings, granite quays and landing stages, around which queer native boats called sampans, manned by native women, ply their trade of carrying passengers from point to point.",1,Coastal Navigation and Harbor Activities
30,2,3,12,Harbor and Waterways,"If we now look down to the harbor before us we may see, quite to the right and farthest away, the long black cargo ship on which we stood when we obtained our first view, and a little nearer we see a large white mastless hull roofed over and anchored fore and aft;",1,Coastal Navigation and Harbor Activities
31,2,3,12,Harbor and Waterways,"that is a naval receiving ship of the station, to which naval men and officers are brought when transfers are to be made.",1,Coastal Navigation and Harbor Activities
60,2,11,12,Harbor and Waterways,"We shall return again to the harbor, pass along the waterfront to the left for a half-mile, and board a steamer for Canton, distant about seventy-five miles.",1,Coastal Navigation and Harbor Activities
61,2,11,12,Harbor and Waterways,"After landing at Canton we shall go a short distance above the landingplace to the Imperial Custom House, from the roof of which we shall look back down the river over the route from Hongkong.",0,River and Canal Transportation
66,3,3,12,Harbor and Waterways,"We are looking due east, and the water before us is only one branch of the Canton or Pearl River.",0,River and Canal Transportation
67,3,3,12,Harbor and Waterways,"The land on the right of the steamer is an island five or six miles long, and beyond it is another broad affluent of the Canton River.",0,River and Canal Transportation
68,3,3,12,Harbor and Waterways,"That island on the right bank is densely populated and forms an important suburb to the city of Canton, which lies on the north bank and extends several miles in every direction from our point of view.",4,Human Interaction with Waterways
69,3,4,12,Harbor and Waterways,The scene before us is one of the most interesting features of the myriad life of China's greatest commercial city.,4,Human Interaction with Waterways
70,3,4,12,Harbor and Waterways,"As far as our sight can reach we see boats; these boats are homes in which millions of human beings have been born, have lived and have died; and in many cases, without ever having set foot on land.",4,Human Interaction with Waterways
71,3,4,12,Harbor and Waterways,It has been estimated that in these floating homes from two hundred and fifty to four hundred thousand lives are daily rising and falling with the tide.,4,Human Interaction with Waterways
84,3,10,12,Harbor and Waterways,Down the river beyond the steamer and before reaching that dark group of buildings we can see several ranges of larger boats extending from mid-stream toward the shore on the left.,0,River and Canal Transportation
85,3,10,12,Harbor and Waterways,"From those boats called ""flower-boats"" we shall look toward the city, on our left here.",0,River and Canal Transportation
229,11,3,12,Harbor and Waterways,"You may see by the Bund at the end of the row of trees a low building, on piles; it is a boathouse, in which the Europeans keep their pleasure boats.",4,Human Interaction with Waterways
230,11,3,12,Harbor and Waterways,"In all the Orient Europeans indulge in their home sports and pastimes; they have the race-course, the boat club, the tennis court, etc.",4,Human Interaction with Waterways
231,11,3,12,Harbor and Waterways,Lying between us and the shore is another assemblage of house-boats; and here we obtain a better view of their appearance.,0,River and Canal Transportation
232,11,3,12,Harbor and Waterways,"At first glance one might think these boat people meant to tell us they were not the river pirates, which are so troublesome on some parts of the river.",4,Human Interaction with Waterways
233,11,3,12,Harbor and Waterways,"I am sure I have seen, during the war, both in the Philippines and in China, less dignified truce emblems than those we see here, displayed by humble non-combatants craving protection of the enemy.",5,Impact of Conflict on Waterways
234,11,3,12,Harbor and Waterways,"In the small sampan one woman sculls and another rows with a single oar, while a third, sheltered by a prodigious bamboo hat, carries a child on her back, supported in the usual way by a strong cloth, which leaves the mother's hands free for manual work of any kind.",4,Human Interaction with Waterways
235,11,3,12,Harbor and Waterways,"These boats are all called sampans when used for carrying passengers, and whenever a European approaches that walk by the shore a number of them will at once dart toward him, vociferating: ""Want sampan?"" ""Have sampan?"" in good English; but one soon learns on entering a boat that these syncopated sentences constitute their whole stock of our language.",1,Coastal Navigation and Harbor Activities
239,11,5,12,Harbor and Waterways,"These samples, when shaken up, show the amount of turbidity, and when allowed to settle the relative amount of sediment in those bodies of water.",2,Water Quality and Ecology
240,11,5,12,Harbor and Waterways,"Rivers often take their name from the appearance of their water, as the Hoang Ho (or Yellow River) from the pronounced yellow color of its water; Missouri (Mud River) from its muddy aspect;",2,Water Quality and Ecology
