,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
35,2,5,22,Trade and Commerce,"Across the harbor immediately before us, and to the right of the projecting headland, are situated the city and harbor of Kowloon, at which are dry docks that will accommodate the largest warships.",1,Urban Landscapes and Infrastructure
36,2,5,22,Trade and Commerce,"We can faintly see the docks across that small bay point of land, to the right of the city.",1,Urban Landscapes and Infrastructure
37,2,5,22,Trade and Commerce,"It was there that several of the Spanish warships destroyed by our fleet in Manila Bay were taken for reconstruction under the supervision of the brave hero of the ""Merrimac,"" Lieutenant Hobson.",0,International Trade and Commerce
38,2,5,22,Trade and Commerce,"Vast storehouses, or ""godowns"" as they are named in the East, to accommodate transshipment, are ranged near the piers.",0,International Trade and Commerce
39,2,5,22,Trade and Commerce,"It is estimated that the actual trade of the European colony, exclusive of the cargoes which pass through this port without breaking bulk, is over 100,000,000 pounds per annum.",0,International Trade and Commerce
40,2,5,22,Trade and Commerce,"Many passenger steamers for Europe and America coal and embark passengers from the docks at Kowloon; but the boats of the Pacific Mail, the Canadian Pacific and most of the great lines for Europe receive and discharge their cargoes and embark and debark passengers at their anchorage in the harbor, which extends a mile or more on either hand in the bay between us and the opposite shore.",0,International Trade and Commerce
41,2,5,22,Trade and Commerce,"The harbor front at Kowloon presents a busy scene; rail-trucks are constantly thundering back and forth between the long piers and the godowns, coolies, in long lines, waddling under heavy loads carried on bamboo poles, pass to and fro uttering a weird, rhythmical cry which they think helps to dispel a consciousness of physical burden.",1,Urban Landscapes and Infrastructure
42,2,5,22,Trade and Commerce,"At frequent intervals small steam ferry-boats ply between Hongkong and Kowloon, carrying first-class passengers at five-cent fares and second-class at half that amount.",1,Urban Landscapes and Infrastructure
43,2,5,22,Trade and Commerce,"I must remind you, however, that the busy commercial port we see across the bay is not the native city of Kowloon.",2,Cultural Comparisons
44,2,5,22,Trade and Commerce,A water-front embracing about three square miles was here added to the colony of Hongkong thirty-five years ago.,1,Urban Landscapes and Infrastructure
45,2,5,22,Trade and Commerce,A few miles out among those low hills a granite bowlder marks the place of the surrender of the last of the Taipings.,2,Cultural Comparisons
83,3,9,22,Trade and Commerce,"if you were on board the steamer you would find many of these filled with water and alive with large and beautiful fish for the Hongkong market, where they are delivered alive.",0,International Trade and Commerce
111,5,2,22,Trade and Commerce,"We are now standing on a low hill on the northern side of the city with the city wall just behind us, and looking a little east of south toward the Canton River, which we see in the distance.",1,Urban Landscapes and Infrastructure
112,5,2,22,Trade and Commerce,"The greatest commercial emporium of Asia is spread out over the plain before us, extending eastward and westward for many miles.",0,International Trade and Commerce
113,5,2,22,Trade and Commerce,"That vast hive of human life is encompassed by a high brick wall seven miles in circumference, and within that wall a million human beings are toiling for a livelihood.",1,Urban Landscapes and Infrastructure
114,5,2,22,Trade and Commerce,Almost an equal number have outgrown the limits of the ancient wall and spread out into the suburbs and across the river.,1,Urban Landscapes and Infrastructure
133,7,2,22,Trade and Commerce,"We are standing on a foot-bridge that enables night. policemen to pass from roof to roof, and are looking down into Shappat-po Street, one of the principal business streets, especially for merchants who deal in European goods.",1,Urban Landscapes and Infrastructure
134,7,2,22,Trade and Commerce,"Another street near by called Hog Lane is more intelligible to the Anglo-Saxon, and would scarcely be a misnomer if applied to any of the streets, so narrow and dirty are they all.",1,Urban Landscapes and Infrastructure
270,13,3,22,Trade and Commerce,"Once I was taken by my guide into a first-class native pharmacy, where the proprietor presented me with a halfdozen small sample bottles of a preparation said to be wonderfully efficacious in curing every form of disease.",2,Cultural Comparisons
